EicCode ,EicDisplayName ,EicLongName ,EicParent ,EicResponsibleParty ,EicStatus,MarketParticipantPostalCode ,MarketParticipantIsoCountryCode ,MarketParticipantVatCode,EicTypeFunctionList,type
10YDOM-EON-NL--2,DE-NL-AREA,Border area Germany (TSO: TenneT DE) Netherlands,,,Active,50259,DE,,Border Area,Y
10YDOM--ES-FR--D,ES-FR-AREA,Border area Spain France,,,Active,,,,Border Area,Y
10YDOM--ES-PT--T,ES-PT-AREA,Border Area Spain Portugal,,,Active,,,,Border Area,Y
10YDOM--FR-GB--Y,FR-GB-AREA,Border area between France and the United Kingdom,,,Active,,,,Border Area,Y
10YDOM--FR-IT--Q,FR-IT-AREA,Border area France Italy,,,Active,,,,Border Area,Y
10YDOM--GR-TR--8,GR-TR-AREA,Border Area Greece-Turkey,,,Active,,TR,,Border Area,Y
10YDOM--HR-HU--B,HR-HU-AREA,Border Area Croatia Hungary,,,Active,,,,Border Area,Y
10YDOM-PL-SE-LT2,LT-SE4-AREA,Polish optimization area PLA,,,Active,,,,Border Area,Y
10YDOM-PL-SK---O,PL-SK-AREA,Border Area Poland - Slovakia,,,Active,,,,Border Area,Y
10YDOM-REGION-1V,CWE-EU,CWE Region,,,Active,,EU,,Market Balance Area,Y
10YDOM-RWE-NL--W,AMPRION-NL-AREA,Border area Amprion TSO GmbH (DE) TenneT TSO BV (NL),,,Active,,,,Border Area,Y
10YES-REE------0,ES,Spain,,10XES-REE------E,Active,,,,"Control Area, Bidding Zone, Market Balance Area",Y
10YEU-CONT-SYNC0,EU-CONTINENT-SYN,Synchronous Zone of Continental Europe,,10XDE-RWENET---W,Active,50259,DE,,Valid EIC Function needed,Y
10YFEP-COMP----T,FICT_COMP_FR,Comp. Control area France-Spain-Portugal,,,Active,,,,Valid EIC Function needed,Y
10YFI-0--------3,FINORTH,FINorth,,,Active,,FI,,Market Balance Area,Y
10YFI-1C-------O,FI_CUT_P1,Finnish cut P1,,,Active,,FI,,Market Balance Area,Y
10YFI-1--------U,FI,Finland,,,Active,,FI,,"Member State, Bidding Zone, Control Area, Market Balance Area",Y
10YFI-2--------K,FISOUTH,FISouth,,,Active,,FI,,Market Balance Area,Y
10YFR-RTE------C,FR,France,,,Active,,,,"Control Area, Member State, Market Balance Area, Control Block, Bidding Zone",Y
10YGB----------A,GB,Great Britain,,,Active,,GB,,"Control Area, Bidding Zone, Market Balance Area",Y
10YGR-COMP-----M,COMP-HTSO-AREA,Comp. Control area Greece,,,Active,,GR,,Valid EIC Function needed,Y
10YGR-HTSO-----Y,GR,Greece,,,Active,,GR,,"Bidding Zone, Member State, Control Area, Market Balance Area",Y
10YHR-HEP------M,HR,Croatia,,,Active,,HR,,"Member State, Market Balance Area, Control Area, Bidding Zone",Y
10YHU-COMP-----A,FICT-COMP-HU,Fictitious compensation control area Hungary,,,Active,1014,HU,,Valid EIC Function needed,Y
10YHU-MAVIR----U,HU,Hungary,,,Active,,HU,,"Bidding Zone, Market Balance Area, Member State, Control Area, Control Block",Y
10YIE-1001A00010,IE,Ireland,,,Active,,IE,,"Market Balance Area, Member State, Control Area",Y
10YIT-GRTN-----B,IT,Italy,,,Active,,,,"Member State, Market Balance Area, Control Area, Control Block",Y
10YIT-GRTN-COMPL,GRTN_AREA_COMP,Comp. Control area Italy,,,Active,,,,Valid EIC Function needed,Y
10YLT-1001A0008Q,LT,Lithuania,,,Active,LT-09311,LT,,"Market Balance Area, Bidding Zone, Member State, Control Area",Y
10YLU-CEGEDEL-NQ,LU,Luxembourg,,,Active,,,,"Member State, Control Area, Scheduling Area",Y
10YLV-1001A00074,LV,Latvia,,,Active,LV-1073,LV,,"Member State, Bidding Zone, Control Area, Market Balance Area",Y
10YMA-ONE------O,MOROCCO,Morocco Market area,,,Active,,,,Market Balance Area,Y
10YMK-MEPSO----8,MK,FYROM,,,Active,,MK,,"Bidding Zone, Control Area, Market Balance Area, Member State",Y
10YNL--COMP----G,NL_COMP_TENNET,fictitious comp. control area Netherlands,,,Active,,,,Valid EIC Function needed,Y
10YNL----------L,NL,Netherlands,,,Active,,,,"Bidding Zone, Control Area, Market Balance Area, Member State, Control Block",Y
10YNO-0--------C,NO,Norway,,,Active,,,,"Member State, Market Balance Area, Control Area",Y
10YNO-1--------2,NO1,Norwegian Area Elspot Area 1,,,Active,,,,"Bidding Zone, Market Balance Area",Y
10YNO-2--------T,NO2,Norwegian Area Elspot Area 2,,,Active,,,,"Bidding Zone, Market Balance Area",Y
10YNO-3--------J,NO3,Norwegian Area Elspot Area 3,,,Active,,,,"Bidding Zone, Market Balance Area",Y
10YNO-4--------9,NO4,Norwegian Area Elspot Area 4,,,Active,,,,"Market Balance Area, Bidding Zone",Y
10Y--NORTHCOMP-H,FICT_CA_NORTH,Fictitious CA in UCTE North for Mngt of compensation UCTE North/South,10YCB-FIC-NORTH8,10XDE-RWENET---W,Active,50259,DE,,Valid EIC Function needed,Y
10YPL-AREA-----S,PL,Poland,,,Active,05-520,PL,,"Member State, Bidding Zone, Market Balance Area, Control Area",Y
10YPL-COMP-----E,FICT_COMP_PL,Fictitious comp. control area Poland,,,Active,,PL,,Valid EIC Function needed,Y
10YPT-REN------W,PT,Portugal,,10XPT-REN------9,Active,,,,"Market Balance Area, Control Area, Member State, Bidding Zone, Control Block",Y
10YRO--COMP----2,FICT_COMP_RO,Fictitious comp. control area Romania,,,Active,,RO,,Valid EIC Function needed,Y
10YRO-TEL------P,RO,Romania,,,Active,,RO,,"Control Area, Control Block, Member State, Bidding Zone, Market Balance Area",Y
10YSE-0--------U,SE_CUT_AREA_1,Swedish cut area 1,,,Active,,,,Market Balance Area,Y
10YSE-1-------AZ,OPT_AREA_SWEDEN,Optimization area Sweden,,,Active,,,,Market Balance Area,Y
10YSE-1C-------E,SE_CUT_1,Swedish cut 1,,,Active,,,,Market Balance Area,Y
10YSE-1--------K,SE,Sweden,,,Active,,,,"Member State, Control Area",Y
10YSE-2--------A,SE_CUT_AREA_2,Swedish cut area 2,,,Active,,,,Market Balance Area,Y
10YSE-2C-------4,SE_CUT_2,Swedish cut 2,,,Active,,,,Market Balance Area,Y
10YSE-3--------0,SE_CUT_AREA_3,Swedish cut area 3,,,Active,,,,Market Balance Area,Y
10YSE-3C-------V,SE_CUT_3,Swedish cut 3,,,Active,,,,Market Balance Area,Y
10YSE-4C-------R,SE_CUT_4,Swedish cut 4,,,Active,,,,Market Balance Area,Y
10YSE-4--------R,SE_CUT_AREA_4,Swedish cut area 4,,,Active,,,,Market Balance Area,Y
10YSH-COMP-----N,FICT_COMP_SH,Comp. Control area Slovenia – Croatia – part of Bosnia,,,Active,,,,Valid EIC Function needed,Y
10YSI-ELES-----O,SI,Slovenia,,,Active,,SI,,"Bidding Zone, Control Area, Market Balance Area, Member State",Y
10YSK--COMP----0,FICT_COMP_SK,"Slovenska elektrizacna prenosova sustava, a.s.",,,Active,824 84,SL,,Valid EIC Function needed,Y
10YSK-SEPS-----K,SK,Slovak Republic,,,Active,,,,"Bidding Zone, Market Balance Area, Control Area, Control Block, Member State",Y
10Y--SOUTHCOMP-9,FICT_CA_SOUTH,Fictive CA in UCTE South for Mngt of compensation UCTE Noth/South,,,Active,,,,Valid EIC Function needed,Y
10YTR--COMP----E,COMP_AREA_TEIAS,Compensation area Turkey,,,Active,,TR,,Valid EIC Function needed,Y
10YTR-TEIAS----W,TEIAS_AREA,TEIAS Area,,,Active,06100,TR,,"Control Block, Market Balance Area, Control Area, Bidding Zone",Y
10YUA-WEPS-----0,UA-BEI,Ukrainian Area of Burshtyn island,,10X1001C--00001X,Active,,,,Control Area,Y
11Y0-0000-0001-T,NP-ID-C,Nord Pool AS,,11XNPSPOT-ELBASW,Active,1325,NO,,,Y
11Y0-0000-0004-K,VORTEX-TRADE,vortex energy - Obrot Sp. z o.o.,,,Active,70-419,PL,,Balance Group,Y
11Y0-0000-0133-6,KWH_ESB,KW_HAAG,,11XHVHP2010----K,Active,81539,DE,,Balance Group,Y
11Y0-0000-0149-L,NP-DA-C,Nord Pool DayAhead,,11XNPSPOT-ELBASW,Active,1325,NO,,Balance Group,Y
11Y0-0000-0202-G,EMCO_BG_RDIFF,EMCO BG Rounding Diff,,11XNPSPOT-ELBASW,Active,1325,NO,,Balance Group,Y
11YRBAHNSTROM--P,DBBAHNSTROMREGEL,"DB Energie GmbH Regelzone 16,7 Hz Bahnstromnetz",,,Active,60326,DE,,Market Balance Area,Y
12Y-0000000947-3,ATHINAENERGIE-BG,Athina Energie AG,,12X-0000001972-E,Active,9495,LI,,Balance Group,Y
12Y-0000000958-X,AXPO-RENEW---BG,Axpo Trading AG,,,Active,5401,CH,,Balance Group,Y
14Y----0000041-W,AT-EXAAMC,Virtual Bidding Zone EXAA,,13X----EXAA----G,Active,1090,AT,,Market Area,Y
14YATAPG-00040-E,APG-BID,APG Market Area Intraday,,,Active,1220,AT,,Market Area,Y
14Y-BZN-AT-SI--F,BZNATSI,Austrian Power Grid AG,,,Active,1220,AT,,Border Area,Y
14YEXAADATENML2F,EXAACCP2,EXAA Abwicklungsstelle für Energieprodukte AG,,,Active,1090,AT,,"Market Area, Balance Group",Y
14YEXAADATENMLDU,EXAACCP,EXAA Abwicklungsstelle für Energieprodukte AG,,,Active,1090,AT,,"Balance Group, Market Area",Y
21Y000000000001U,PEGNORDB,Point Exchange Gas - NORD B,,,Active,,FR,,Valid EIC Function needed,Y
21Y000000000002S,PEGTEREGA,Point Exchange Gas - TIGF,,,Active,64000,FR,,Market Balance Area,Y
21Y000000000009E,VTP-CEGH,VTP-CEGH,,,Active,,,,Valid EIC Function needed,Y
21Y000000000011R,VPPV,VPPV,,,Active,,,,Valid EIC Function needed,Y
21Y000000000012P,TTFB,TTFB,,,Active,,,,Valid EIC Function needed,Y
21Y000000000014L,BVP,Virtual area for balancing gas Shipper allocation,,,Active,,,,Valid EIC Function needed,Y
21Y000000000017F,NAP,Virtual area for balancing gas System Operator emergency gas,,,Active,,,,Valid EIC Function needed,Y
21Y000000000018D,NVP,Virtual area for balancing gas Shipper emergency gas,,,Active,,,,Valid EIC Function needed,Y
21Y000000000019B,NOMFLXQTR,Virtual area for quarterly flexable contract transfers,,,Active,,,,Valid EIC Function needed,Y
21Y000000000020Q,EEMSO,EEMSHAVEN O,,,Active,,,,Valid EIC Function needed,Y
21Y000000000021O,EEMSE,EEMSHAVEN E,,,Active,,,,Valid EIC Function needed,Y
21Y000000000022M,NOMFLXYR,Virtual area for yearly flexable contract transfers,,,Active,,,,Valid EIC Function needed,Y
21Y000000000023K,BLZONE,Belgian Balancing L Zone,,,Active,,BE,,Market Balance Area,Y
21Y000000000024I,BHZONE,Belgian Balancing H Zone,,,Active,,BE,,Market Balance Area,Y
21Y000000000025G,MG-OST-AT,Market Area East AT,,,Active,,,,Market Balance Area,Y
21Y000000000026E,NGTN-BG,National gas transmission network (Bulgaria),,,Active,,,,Valid EIC Function needed,Y
21Y000000000027C,GTNTT-BG,Gas transmission network for transit transmission (Bulgaria),,,Active,,,,Valid EIC Function needed,Y
21Y000000000028A,AE-SI,Aggregated exit in Slovenia,,21X-SI-A-A0A0A-8,Active,,,,Market Area,Y
21Y0000000000298,PCTD_PCLD-ES,EXITS PCTD/PCLD ENAGAS Spain,,,Active,,,,Market Area,Y
21Y000000000030N,PRODUCTION-ES,PRODUCTION SITES  ENAGAS Spain,,,Active,,,,Market Area,Y
21Y000000000031L,AGGREX_NS_BG,Aggregated exits NGTN (BG),,,Active,,,,Market Area,Y
21Y000000000032J,AGGREX_TS_BG,Aggregated exits GTNTT (BG),,,Active,,,,Market Area,Y
21Y000000000033H,AGGR_PROD_ONTRAS,ONTRAS Aggregate National Production entries,,,Active,,,,Market Area,Y
21Y000000000034F,AGGR_IND_ONTRAS,ONTRAS Aggregate exits industrial consumers,,,Active,,,,Local Market Area,Y
21Y000000000035D,TG_AGGR_CUSTOM_L,Thyssengas Aggregated final customers L,,,Active,,,,Local Market Area,Y
21Y000000000036B,TG_AGGR_CUSTOM_H,Thyssengas aggregated final customers H,,,Active,,,,Local Market Area,Y
21Y0000000000379,TG_AGGR_PRODUC_L,Thyssengas Aggregated production L,,,Active,,,,Market Area,Y
21Y0000000000387,TG_AGGR_PRODUC_H,Thyssengas aggregated production H,,,Active,,,,Market Area,Y
21Y0000000000395,VPM01,VIP Romgaz UGS (RO),,,Active,,,,Market Area,Y
21Y000000000040K,AGGREN_PR_NS_BG,Aggregated entries NGTN (BG),,,Active,,,,Border Area,Y
21Y000000000041I,TRS,TRADING REGION SOUTH (GRTgaz - TEREGA) France,,,Active,,,,Border Area,Y
21Y000000000042G,VTP-CZ,CZ Virtual Trading Point,,,Active,,,,Market Area,Y
21Y000000000043E,FLXBELPP,Final consumers (BE) (Fluxys) Power Plants L-zone,,,Active,,,,Valid EIC Function needed,Y
21Y000000000044C,FLXBEHPP,Final consumers (BE) (Fluxys) Power Plants H-zone,,,Active,,,,Valid EIC Function needed,Y
21Y000000000045A,FLXBELINDUST,Final consumers (BE) (Fluxys) Industrial clients L-zone,,,Active,,,,Valid EIC Function needed,Y
21Y0000000000468,FLXBEHINDUST,Final consumers (BE) (Fluxys) Industrial clients H-zone,,,Active,,,,Valid EIC Function needed,Y
21Y0000000000476,FLXBELDISTRIB,Distribution (BE) L-zone,,,Active,,,,Valid EIC Function needed,Y
21Y0000000000484,FLXBEHDISTRIB,Distribution (BE) H-zone,,,Active,,,,Valid EIC Function needed,Y
21Y0000000000492,GREATERBELFAST,Greater Belfast Exit Point,,,Active,,,,Valid EIC Function needed,Y
21Y000000000050H,AGGREE_PROD_HR,Aggregated production entrance (HR),,,Active,,,,Valid EIC Function needed,Y
21Y000000000051F,AGGREX_HR,Aggregated exits (HR),,,Active,,,,Valid EIC Function needed,Y
21Y000000000052D,TEREGA-PIC-FR,TEREGA Delivery Pool - Industrials (FR),,,Active,,,,Local Market Area,Y
21Y000000000053B,TEREGA-PITD-FR,TEREGA Delivery Pool - Distribution (FR),,,Active,,,,Valid EIC Function needed,Y
21Y0000000000549,THERMAL_PLANT_IT,Thermal Plants Italy,,,Active,,,,Valid EIC Function needed,Y
21Y0000000000557,DEL_OTHERNET_IT,Delivery to other networks Italy,,,Active,,,,Valid EIC Function needed,Y
21Y0000000000565,NAT_PROD_IT,National Production Italy,,,Active,,,,Valid EIC Function needed,Y
21Y0000000000573,IND_CONSUMERS_IT,Industrial customers Italy,,,Active,,,,Valid EIC Function needed,Y
21Y0000000000581,DISTR_NETWORK_IT,Distribution networks Italy,,,Active,,,,Valid EIC Function needed,Y
21Y000000000060E,VTP_PL_BAL_PLATF,Virtual Trading Point - balancing platform (PL),,,Active,,,,Valid EIC Function needed,Y
21Y000000000061C,VTP_PL_POLPX,Virtual Trading Point - Gas Exchange (PL),,,Active,,,,Valid EIC Function needed,Y
21Y000000000062A,VTP_PL_OTC,Virtual Trading Point - OTC (PL),,,Active,,,,Valid EIC Function needed,Y
21Y0000000000638,DOM_GAS_FIELD_PL,PL - Domestic Gas Fields,,,Active,,,,Valid EIC Function needed,Y
21Y0000000000646,NITROG_REMOV_PL,Nitrogen Removal Plants (PL),,,Active,,,,Valid EIC Function needed,Y
21Y0000000000654,GAS_MIX_FAC_PL,Gas mixing facilities (PL),,,Active,,,,Valid EIC Function needed,Y
21Y0000000000662,END_USERS_PL,Final Consumers (PL),,,Active,,,,Valid EIC Function needed,Y
21Y0000000000670,AGG_DISTRIB_PL,Aggregated Distribution (PL),,,Active,,,,Valid EIC Function needed,Y
21Y000000000068Z,SCHNEEREN,Schneeren,,,Active,,,,Valid EIC Function needed,Y
21Y000000000069X,ZONE_PRODUKTION,Zone Produktion,,,Active,,,,Valid EIC Function needed,Y
21Y000000000070B,POOL_S,Aggregated total exits South Zone,,,Active,,,,Valid EIC Function needed,Y
21Y0000000000719,POOL_N,Aggregated total exits North Zone,,,Active,,,,Valid EIC Function needed,Y
21Y0000000000727,INDUS_POOL_S,Aggregated industrial exits South Zone,,,Active,,,,Valid EIC Function needed,Y
21Y0000000000735,INDUS_POOL_N,Aggregated industrial exits North Zone,,,Active,,,,Valid EIC Function needed,Y
21Y0000000000743,DISTRIB_POOL_S,Aggregated distribution exits South Zone,,,Active,,,,Valid EIC Function needed,Y
21Y0000000000751,DISTRIB_POOL_N,Aggregated distribution exits North Zone,,,Active,,,,Valid EIC Function needed,Y
21Y000000000077Y,AGGREX_BN,Aggregated endconsumers bayernets,21X-DE-A-A0A0A-A,21X-DE-A-A0A0A-A,Active,80336,GE,,Valid EIC Function needed,Y
21Y000000000078W,VTP-FI,Virtual Trading Point Finland,,,Active,,,,Valid EIC Function needed,Y
21Y000000000079U,VTP-LT,Virtual Trading Point Lithuania,,,Active,,,,Valid EIC Function needed,Y
21Y0000000000808,VTP_PL_BALP_L,Virtual Trading Point - balancing platform - L gas (PL),,,Active,,,,Valid EIC Function needed,Y
21Y0000000000816,VTP_PL_OTC_L,Virtual Trading Point - OTC - L gas(PL),,,Active,,,,Valid EIC Function needed,Y
21Y0000000000824,VTP_PL_BALP_SGT,Virtual Trading Point - balancing platform TGPS (PL),,,Active,,,,Valid EIC Function needed,Y
21Y0000000000832,VTP_PL_POLPX_SGT,Virtual Trading Point - Gas Exchange TGPS (PL),,,Active,,,,Valid EIC Function needed,Y
21Y0000000000840,VTP_PL_OTC_SGT,Virtual Trading Point - OTC - TGPS (PL),,,Active,,,,Valid EIC Function needed,Y
21Y000000000085Z,PL_TGPS_BAL_AREA,PL - TGPS balancing area,,,Active,,,,Market Balance Area,Y
21Y000000000086X,PL_L_BAL_AREA,PL - L balancing area,,,Active,,,,Market Balance Area,Y
21Y000000000087V,PL_E_BAL_AREA,PL - E balancing area,,,Active,,,,Market Balance Area,Y
21Y000000000088T,VPP,Virtual Production Point,,,Active,,,,Balance Group,Y
21Y000000000089R,VTP,Virtual Technical Point,,,Active,,,,Balance Group,Y
21Y0000000000905,CREOSIND,Final Consumer Creos Industrial Clients,,,Active,,,,Market Area,Y
21Y0000000000913,CREOSDIST,Public Distribution Lux,,,Active,,,,Market Area,Y
21Y0000000000921,CREOSPOW,Final Consumers Creos Power Plant,,,Active,,,,Market Area,Y
21Y000000000094Y,CREOSINDPOW,Final Consumers Creos Industrial,,,Active,,,,Market Area,Y
21Y000000000095W,DOM_GAS_FLD_L_PL,PL - Domestic Gas Fields -  L-gas,,,Active,,,,Valid EIC Function needed,Y
21Y000000000096U,NITR_REMOV_L_PL,Nitrogen Removal Plants - L-gas (PL),,,Active,,,,Valid EIC Function needed,Y
21Y000000000097S,END_USERS_L_PL,Final Consumers - L-gas (PL),,,Active,,,,Valid EIC Function needed,Y
21Y000000000098Q,AGG_DISTRIB_L_PL,Aggregated Distribution - L-gas  (PL),,,Active,,,,Valid EIC Function needed,Y
21Y000000000099O,END_USERS_LV,Final consumers LV,,21X0000000013724,Active,LV1009,LV,,"Market Area, Member State, Local Market Area",Y
21Y000000000100S,DISTRIBUTION_LV,Distribution LV,,21X0000000013724,Active,LV1009,LV,,"Member State, Local Market Area, Market Area, Market Balance Area",Y
21Y000000000101Q,VTP_LV,Virtual Trading Point Latvia,,21X0000000013724,Active,LV1009,LV,,"Member State, Market Area, Market Balance Area",Y
21Y000000000102O,DP-SK,Aggregated point to distribution systems and storage,,,Active,,,,Local Market Area,Y
21Y000000000103M,VTP-SK,Virtual Trading Point Eustream,,,Active,,,,Market Area,Y
21Y000000000105I,VTT_CROATIA,Croatia,,,Active,,,,Market Balance Area,Y
21Y000000000106G,GAS_SYS_ESTONIA,Estonian gas system,,,Active,,EE,,Market Area,Y
21Y000000000107E,KK_PETRO,Croatia PETRO domestic network point for single customer,,,Active,,,,Local Market Area,Y
21Y000000000108C,KK_EL_TO_ZG,Croatia EL_TO_ZG domestic network point for single customer,,,Active,,,,Local Market Area,Y
21Y000000000109A,KK_TE_TO_ZG,Croatia TE_TO_ZG domestic network point for single customer,,,Active,,,,Local Market Area,Y
21Y000000000110P,KK_RAF_URINJ,Croatia RAF_URINJ domestic network point for single customer,,,Active,,,,Local Market Area,Y
21Y000000000111N,UMS_ETAN,Croatia ETAN point related to domestic gas production facility,,,Active,,,,Local Market Area,Y
21Y000000000112L,UMS_GOLA,Croatia GOLA point related to domestic gas production facility,,,Active,,,,Local Market Area,Y
21Y000000000113J,UMS_FERDINAND,Croatia FERDINAND point related to domestic gas production facility,,,Active,,,,Local Market Area,Y
21Y000000000114H,UMS_HAMPOVICA,Croatia HAMPOVICA point related to domestic gas production facility,,,Active,,,,Local Market Area,Y
21Y000000000115F,UMS_MOLVE,Croatia MOLVE point related to domestic gas production facility,,,Active,,,,Local Market Area,Y
21Y000000000116D,UMS_TERM_PULA,Croatia TERM_PULA point related to domestic gas production facility,,,Active,,,,Local Market Area,Y
21Y000000000117B,OKOLI_GAS_STOR,PSP OKOLI,,,Active,,,,Local Market Area,Y
21Y0000000001189,AGG_PPG_TGPS_PL,Aggregated PPG -TGPS (PL),,,Active,,,,Local Market Area,Y
21Y0000000001197,AGG_PPG_E_PL,Aggregated PPG -E gas (PL),,,Active,,,,Local Market Area,Y
21Y000000000120M,AGG_PPG_L_PL,Aggregated PPG -L gas (PL),,,Active,,,,Local Market Area,Y
21Y000000000122I,KK_TE_SISAK,Croatia KK_TE_SISAK,,,Active,,,,Local Market Area,Y
21Y000000000123G,INTERGAS_LT,Druskininkai Municipality Republic of Lithuania,,,Active,,,,Local Market Area,Y
21Y000000000124E,AGG_EX_DE_GTG_L,Final Consumers DE GTG Nord L Gas,,,Active,,,,Market Area,Y
21Y000000000125C,SWEDEN_GAS_BALZ,SE ZONE,,,Active,,,,Market Balance Area,Y
21Y000000000126A,AGGREGATED_EXIT,GASCADE Aggregated final customers,,,Active,,,,Market Area,Y
21Y0000000001278,PEG_TRF,PEG TRF,,,Active,,,,Market Balance Area,Y
21Y0000000001286,AGGREGATED_ENTRY,GASCADE Aggregated production ,,,Active,,,,Market Area,Y
21Y0000000001294,NWG_AGGR_CUSTOM,NOWEGA AGGREGATION CUSTOMER,,,Active,,,,Market Area,Y
21Y000000000130J,NWG_AGGR_PROD,NOWEGA AGGREGATION PRODUCTION,,,Active,,,,Market Area,Y
21Y000000000131H,VTP-GREECE,Virtual Trading Point Greece,,,Active,,,,"Market Area, Market Balance Area",Y
21Y000000000132F,AGGREGATE_NAP,AGGR Exit terranets,,,Active,,DE,,Market Area,Y
21Y000000000133D,ISAC_ORLOV_2-3,Transit 2 and Transit 3,,,Active,,,,Metering Grid Area,Y
21Y000000000134B,VTP_PL_POLPX_L,Virtual Trading Point Gas Exchange L gas PL,,,Active,,,,Market Area,Y
21Y---A001A001-B,VOB-CZ,Virtual Trading Point RWE Transgas Net,,,Active,,CZ,,Valid EIC Function needed,Y
21Y---A001A002-8,ELLUND-DK,Ellund,,,Active,,DK,,Valid EIC Function needed,Y
21Y---A001A003-5,GTF-DK,Bilateral Trading Point,,,Active,,DK,,Valid EIC Function needed,Y
21Y---A001A004-2,NPTF-DK,Exchange NordPool,,,Active,,DK,,Valid EIC Function needed,Y
21Y---A001A006-X,FOS-FR,Fos (Cavaou &  Tonkin),,,Active,,FR,,Valid EIC Function needed,Y
21Y---A001A007-U,MIDI-FR,MIDI (Dordogne/Hérault),,,Active,,FR,,Valid EIC Function needed,Y
21Y---A001A008-R,TAISNI-FR,Taisnierès (H) (FR),,,Active,,FR,,Valid EIC Function needed,Y
21Y---A001A009-O,IBP-IE,IBP,,,Active,,IE,,Valid EIC Function needed,Y
21Y---A001A010-A,PSV-IT,PSV,,,Active,,IT,,Valid EIC Function needed,Y
21Y---A001A011-7,MH-EC-UK,Milford Haven (Terminal Entry Cap),,,Active,,GB,,Valid EIC Function needed,Y
21Y---A001A012-4,OBER-AT,Oberkappel,,,Active,,AT,,Valid EIC Function needed,Y
21Y---A001A013-1,UBERACK-AT,Überackern,,,Active,,AT,,Valid EIC Function needed,Y
21Y---A001A014-Z,OBERGAIL-FR-DE,Obergailbach FR DE Area,,,Active,,,,Valid EIC Function needed,Y
21Y---A001A016-T,WALL-CH-DE,Wallbach CH DE area,,,Active,,,,Valid EIC Function needed,Y
21Y---A001A018-N,VTP-CH,Virtual Trading Point - VTP CH,,,Active,,,,Valid EIC Function needed,Y
21Y---A001A023-Y,BAUM-SK-AT,Baumgarten SK AT Area,,,Active,,,,Valid EIC Function needed,Y
21Y---A002A005-T,PVB,PVB ES,,,Active,,,,Valid EIC Function needed,Y
21YBA-EC-------B,BA-EC,Terminal Bacton Entry Cap,,,Active,,,,Valid EIC Function needed,Y
21YBP-EC-------G,BP-EC,Terminal Burton Entry Cap,,,Active,,,,Valid EIC Function needed,Y
21YBR-EC-------T,BR-EC,Terminal Barrow Entry Cap,,,Active,,,,Valid EIC Function needed,Y
21YEA-EC-------9,EA-EC,Terminal Easington Entry Cap,,,Active,,,,Valid EIC Function needed,Y
21YGB-UKGASGRIDW,UK-GAS-GRID,UK GAS GRID,,,Active,,GB,,Valid EIC Function needed,Y
21YHS-EC------0B,HS-EC,Terminal Hornsea Entry Cap,,,Active,,,,Valid EIC Function needed,Y
21YIG-EC-------X,IG-EC,Terminal Isle of Grain Entry Cap,,,Active,,,,Valid EIC Function needed,Y
21YNL----TTF---1,NL-TTF,NL TTF,,,Active,,NL,,Market Balance Area,Y
21YPNT-EX-GAS-NT,PEGNORD,Point Exchange Gas - NORD,,,Active,,FR,,Valid EIC Function needed,Y
21YPNT-EX-GAS-SJ,PEGSUD,Point Exchange Gas - SUD,,,Active,,FR,,Valid EIC Function needed,Y
21YRH-EC-------F,RH-EC,Terminal Rough Entry Cap,,,Active,,,,Valid EIC Function needed,Y
21YSF-EC-------Q,SF-EC,Terminal St Fergus Entry Cap,,,Active,,,,Valid EIC Function needed,Y
21YTE-EC-------P,TE-EC,Terminal Teesside Entry Cap,,,Active,,,,Valid EIC Function needed,Y
21YTH-EC-------Q,TH-EC,Terminal Theddlethorpe Entry Cap,,,Active,,,,Valid EIC Function needed,Y
22Y201903141---O,BE-DEAMP-AREA,Border Area Belgium-DE-Amprion,,10X1001A1001A094,Active,,,,,Y
22Y201903142---J,DEAMP-BE-AREA,Border Area DE-Amprion-Belgium,,10X1001A1001A094,Active,,,,Border Area,Y
22Y201903143---E,ALEGRO-AREA,ALEGRO Area,,10X1001A1001A094,Active,,,,,Y
22Y201903144---9,BE-AL-VH-AREA,Belgium ALEGRO Virtual HUB,,10X1001A1001A094,Active,,,,,Y
22Y201903145---4,DEAMP-AL-VH-AREA,DE Amprion ALEGRO Virtual HUB,,10X1001A1001A094,Active,,,,,Y
27YG-RTN-TSO-CZW,G-RTN-TSO-CZ,"RWE Transgas NET, s.r.o",,,Active,140 21,CZ,,Valid EIC Function needed,Y
28Y0000000000001,EDP_CELJE,"Elektro Celje, DO EDP",,,Active,2000,SI,,Distribution Network Area,Y
28Y000000000002Y,EDP_LJUBLJANA,"Elektro Ljubljana, DO EDP",,,Active,2000,SI,,Distribution Network Area,Y
28Y000000000003W,EDP_MARIBOR,"Elektro Maribor, DO EDP",,,Active,2000,SI,,Distribution Network Area,Y
28Y000000000004U,EDP_GORENJSKA,"Elektro Gorenjska, DO EDP",,,Active,2000,SI,,Distribution Network Area,Y
28Y000000000005S,EDP_PRIMORSKA,"Elektro Primorska, DO EDP",,,Active,2000,SI,,Distribution Network Area,Y
28Y000000000006Q,SODO_DO,SODO d.o.o.,,,Active,2000,SI,,Distribution Network Area,Y
28Y000000000007O,ZDS_PE_RAVNE,ZDS Petrol Energetika Ravne,,,Active,2000,SI,,Distribution Network Area,Y
28Y000000000008M,ZDS_PE_STORE,ZDS Petrol Energetika Štore,,,Active,2000,SI,,Distribution Network Area,Y
